predicted_proba_original,predicted_proba_improved,event_type
0.9369939263559993,0.8749861238247323,1
0.8799050647643563,0.9176690186506634,1
0.9078413339794065,0.9646949903482646,1
0.9377541962386441,0.29755570140511794,1
0.9217791253328048,0.7601115648590678,1
0.9607748171053159,0.8637063683557611,1
0.8048898495939817,0.9005681934380451,1
0.909690526658995,0.9353975508782326,1
0.8661595509395609,0.8449546693049281,1
0.8627236577588515,0.8231772223522269,1
0.9541601202494485,0.9017367606947255,1
0.4460147130846026,0.8601463503401078,1
0.6091134208785677,0.8014049715662581,1
0.7535579765194603,0.39675251354082197,1
0.9200902054376376,0.4515664194018472,1
0.4840030401139629,0.86899994255547,1
0.7456604445193102,0.6947752787020849,1
0.6625504847781926,0.8336657546692056,1
0.49859105399874054,0.3538372681767037,1
0.5827571332133438,0.5632274589258052,1
0.6162291568998826,0.5518009137035943,1
0.5437455685970823,0.4380572009414866,1
0.8542687529047004,0.9252182024008316,1
0.7897899682111448,0.8559639236903192,1
0.2678095463153157,0.8263779305127835,1
0.19778463971583085,0.5466944620071377,1
0.49499617547651736,0.6109531018634935,1
0.7321853576331863,0.8951919290897798,1
0.9382034489052323,0.8359878627517948,1
0.17456061464175993,0.5996263654002267,1
0.7526259610228284,0.47573605769973226,1
0.9157438509712211,0.7294497215369161,1
0.5822860859901828,0.32091043301576055,1
0.9672661190015341,0.9599460206460205,1
0.35166454177152295,0.02509434662349476,1
0.8851758585094328,0.849338617984137,1
0.8752077364369464,0.8336259108334793,1
0.843060032852328,0.6863584813599953,1
0.17292693785264593,0.335163164451351,1
0.9838633698789379,0.9776213042522466,1
0.8281546559908142,0.9268936062551102,1
0.4626676839299471,0.8089444924111336,1
0.9631723070930199,0.8993456592328916,1
0.8603401497979958,0.9721371766067441,1
0.42817343820452514,0.202428900357057,1
0.8919877874386037,0.9477683051746719,1
0.7591583567759699,0.6132682852670401,1
0.2723593486085644,0.5724498696452224,1
0.9404971719981035,0.9674364555551085,1
0.5433068785087469,0.9375617436502585,1
0.7613913662482302,0.32900224418636576,1
0.792623017798386,0.9306124542762998,1
0.7799333396405769,0.9369746820387529,1
0.9796318031962801,0.9484513032840854,1
0.732032668980002,0.9251524294080764,1
0.42919627783906145,0.40900349122855323,1
0.8071461741997014,0.438749551644455,1
0.5972950282100884,0.5961654853123157,1
0.8154952834803321,0.877240552915937,1
0.6748606277379464,0.8785365721668457,1
0.361492944998774,0.5185398167491662,1
0.710950777259706,0.8359220596081043,1
0.5364045344160313,0.6871214210020162,1
0.7322731242582955,0.7599552042836629,1
0.18833067498119826,0.38302722238500153,1
0.685305442429994,0.9020329649992253,1
0.814953438026787,0.8438437793687891,1
0.9329141696331987,0.886958609436289,1
0.954564835055114,0.9748584422657954,1
0.9468869267598435,0.9531189579059068,1
0.8415591689104103,0.7118287633521899,1
0.9557928137651821,0.26125764552441316,1
0.7179615149314534,0.6458589282670946,1
0.39441162114926454,0.46756921926315703,1
0.6322740174360157,0.37411611031053077,1
0.37539061396605555,0.7440930269331296,1
0.8088913690262963,0.8708344462536642,1
0.9270576990115154,0.6978313323222072,1
0.2732895177523152,0.9046618971868334,1
0.8365120620952275,0.7800529552712959,1
0.7613562187820111,0.05397684744602742,1
0.11430768323622832,0.8398442355117892,1
0.9575264978051556,0.5627063100867247,1
0.8801507557499475,0.8179646945640674,1
0.8986131554931464,0.587626734425612,1
0.5808376497845092,0.8479987793962636,1
0.7859169680938386,0.924074039928139,1
0.24753901402402786,0.6970505651906652,1
0.803924715335316,0.6005565895889986,1
0.9353731490011081,0.9578985276652666,1
0.6816846201566843,0.9213175169334178,1
0.7215842522045612,0.9289956871802982,1
0.700177364050466,0.890498981903535,1
0.6852678209450476,0.9002212269608979,1
0.30847284608698555,0.2980065004802074,1
0.451924876847748,0.3928860978302647,1
0.6150687629492629,0.6376066262465572,1
0.6600635823781748,0.917143871585302,1
0.881107857090414,0.5766115796150038,1
0.5725004388119115,0.7175289397670536,1
0.8852434753583693,0.6491885676084184,1
0.43604036929280876,0.26815950430697194,1
0.15410641629172406,0.231660840224097,1
0.8442483989826496,0.8069283217728604,1
0.6403448181548361,0.8204804602849446,1
0.8553120198111883,0.6387102513390114,1
0.351237480106173,0.5991273440043297,1
0.985231486671896,0.9440649491890976,1
0.9256792882975742,0.8881819747720135,1
0.8875100402647615,0.9345937645705854,1
0.79268834932299,0.13695334748819987,1
0.43400152157940225,0.9186704720419867,1
0.4233183902599308,0.5536727845646234,1
0.9499472425897946,0.948085817235989,1
0.9376949654468179,0.3970880009301535,1
0.806183555731709,0.8957097938341225,1
0.8373810350117844,0.6263973267767642,1
0.5196622631713261,0.6333336756212858,1
0.555570999165459,0.514767432473549,1
0.7126267464885468,0.535760939807819,1
0.6128403989563457,0.8030084219853166,1
0.8993105809819053,0.8871628532793138,1
0.8372991816360947,0.36632448941494955,1
0.8180873052825609,0.8525794961273999,1
0.9220848093579417,0.9496027149928886,1
0.8040307410442735,0.9638745563002528,1
0.19122509059457535,0.20205200401270956,1
0.19002164280903258,0.5422493706860663,1
0.7860891028647299,0.47571627422238466,1
0.800461372647144,0.8602427400565011,1
0.14597518438705484,0.3376858394008011,1
0.9100670033851455,0.9183025997896886,1
0.8753643924925479,0.8720588602365335,1
0.2852922172631673,0.3580925302019202,1
0.9077017742860403,0.9624842436212045,1
0.48777835200560554,0.8727525773808853,1
0.8399240758962815,0.9333814428038124,1
0.9339586201132885,0.9221647072956283,1
0.46760706704902255,0.8684808302324725,1
0.9384777010490776,0.9534939307895258,1
0.9584416177105973,0.9214800146537699,1
0.3539046398981961,0.37230491554177353,1
0.9589624754455349,0.9581914024132172,1
0.6330627495624926,0.8100720467138706,1
0.6875521940629465,0.7798297114276059,1
0.29629724367289956,0.7368988939653704,1
0.7320151642019335,0.5482286659974414,1
0.8653276390678519,0.8438805968374813,1
0.2128443551745197,0.8355704502186956,1
0.8174620119834606,0.267147598927884,1
0.910885008482341,0.9854111977072054,1
0.4953677201619794,0.1879723378079142,1
0.845572142840758,0.6132581657041907,1
0.31566094410450873,0.14966919359762565,1
0.8551542653528972,0.8366805452523924,1
0.9056398321640919,0.8458488383740393,1
0.793772220581027,0.7344360603078518,1
0.7478109262305975,0.9334778804863181,1
0.7343521737929152,0.877164653159022,1
0.5725639686198609,0.6889458836497065,1
0.7707747629891278,0.28866397401811167,1
0.736004787856797,0.8869740984569512,1
0.9067399699530136,0.8050223486838353,1
0.7246578179039576,0.7289556269801827,1
0.8697289119808309,0.7383208751394383,1
0.9845220891377565,0.9820698172140897,1
0.8130545288934334,0.8321035837061743,1
0.9606610879316761,0.13925886939953055,1
0.6127195614114119,0.42156468349111015,1
0.9408926732104885,0.5589835983484795,1
0.3464841961211753,0.7689758480288067,1
0.6270887784487053,0.7220002141479661,1
0.6917424406834537,0.8299196032414906,1
0.34153727670837064,0.4150834706132401,1
0.8150941906164085,0.7227236419285543,1
0.4639615299005633,0.8199183749826483,1
0.9405081823055654,0.924830309024319,1
0.4815076766429007,0.8894889343407865,1
0.7426541381466923,0.7792705290470076,1
0.821213198382206,0.8856275736685508,1
0.4433341889681618,0.9467432677336752,1
0.7070188902607384,0.8657467497170361,1
0.8224657620132396,0.6549770059775005,1
0.7938378661943182,0.13732867411840943,1
0.8689165703778511,0.7668081697306083,1
0.7661902481112876,0.6655038428918142,1
0.9399660087810642,0.7274295988887767,1
0.6712964340537642,0.935142113471948,1
0.7444843982853524,0.9142056224816593,1
