true_energy
29.766401
29.766401
3.3496966
6.517047
6.517047
1.7919546
158.41116
14.822913
6.314187
14.822913
3.1032507
3.1032507
4.371898
1.0266017
1.4657784
228.72575
1.0025188
8.343313
8.0447645
65.24192
8.781006
14.476943
0.6677014
95.194565
95.194565
10.137607
10.137607
4.1191835
1.1851089
103.33453
20.959793
2.1566129
20.959793
0.66024595
20.959793
0.6498774
20.959793
0.6813026
20.959793
20.959793
2.1566129
1.5103765
13.000294
3.0994
1.2892618
22.630367
5.54665
2.706707
2.731704
39.810978
0.8932364
10.28247
12.255121
0.59560287
1.2017978
7.3974977
76.40781
28.085585
76.40781
6.691523
28.085585
65.06423
76.40781
76.40781
52.579086
2.8194637
1.3955009
4.271584
6.6078014
4.952804
4.5854163
1.8231704
6.7086935
131.05862
4.5714893
62.328033
0.7737682
3.0749812
5.1744537
9.226762
8.1345215
8.000433
5.003426
0.87098074
2.1407752
8.902316
0.4838269
43.697895
1.4329406
2.0779233
2.1176627
4.684937
0.5085855
5.0865164
3.9655046
252.73065
2.7103415
1.422311
4.610416
10.862987
11.834956
107.06788
3.7448506
1.301573
5.0846486
0.7880276
82.17786
4.0823336
4.0823336
4.0823336
0.89428455
172.33675
22.335825
0.4163521
5.8545165
5.142377
1.6468706
0.9031432
1.5554456
176.10927
7.1404696
1.7501929
1.6347553
8.343313
8.343313
11.331671
225.86499
0.5311187
4.1131268
1.931817
20.542974
20.542974
2.4136655
3.0846663
0.99484575
5.945172
6.988168
44.301548
44.301548
1.3228517
4.486887
4.7254367
1.6195644
15.105034
0.85122985
1.3683406
4.5790033
1.9527043
9.723991
2.7170599
9.723991
15.598941
0.98556346
0.98556346
32.738613
95.1449
95.1449
0.64208466
0.64208466
14.461395
103.15485
4.8231726
0.6077708
1.1761583
3.5330548
1.8144006
1.5722982
2.2185385
1.415013
0.9459707
1.1029947
15.353801
3.2959754
0.74758655
10.701792
10.703221
1.1076243
5.085254
2.3258529
2.8645408
4.4858384
3.5509307
1.2564164
9.093738
1.2971152
1.8863807
12.512428
1.8862331
1.8862331
0.940829
5.604396
1.4190688
1.0766668
0.6856428
4.7807236
16.088491
57.86844
49.495365
1.0564787
0.98265207
30.2182
1.2456908
30.2182
0.9547941
0.5261723
1.146853
52.30664
4.751614
1.3375759
1.1719918
1.640264
64.44149
3.5813513
64.44149
0.6115912
64.44149
56.918873
3.134755
1.9537035
6.7086396
79.11088
2.1918824
3.1193397
0.91985
79.11088
1.298301
3.687017
17.094563
3.2999525
10.457139
0.6853788
46.331116
279.03137
4.589372
3.2872083
3.2872083
25.29726
3.8504984
0.55473137
92.93318
1.123398
11.996623
131.08853
33.915977
21.75507
32.585762
32.585762
12.5473995
2.2232337
38.295246
9.24633
2.2804947
0.7376748
1.0559182
2.3930485
109.94704
2.0406532
3.4672983
0.85536784
11.729851
6.0969872
1.5686485
