predicted_proba_original,predicted_proba_improved,event_type
0.9369939263559993,0.8374668651623643,1
0.8799050647643563,0.810256082808439,1
0.9078413339794065,0.8659666671589836,1
0.9377541962386441,0.5370355707978698,1
0.9217791253328048,0.8161436704664051,1
0.9607748171053159,0.7082679221940147,1
0.8048898495939817,0.9339433178820028,1
0.909690526658995,0.8424448933008777,1
0.8661595509395609,0.8781237054569483,1
0.8627236577588515,0.7028548544887063,1
0.9541601202494485,0.6131708424184991,1
0.4460147130846026,0.9246118295787563,1
0.6091134208785677,0.7591532927596917,1
0.7535579765194603,0.5287391606972339,1
0.9200902054376376,0.5338329644808378,1
0.4840030401139629,0.3801032423436956,1
0.7456604445193102,0.8100929478030028,1
0.6625504847781926,0.8662173277980467,1
0.49859105399874054,0.5762453379323812,1
0.5827571332133438,0.7907320713801709,1
0.6162291568998826,0.4733876380986011,1
0.5437455685970823,0.42846930082363405,1
0.8542687529047004,0.805483315263114,1
0.7897899682111448,0.8297528596800047,1
0.2678095463153157,0.8848093766404987,1
0.19778463971583085,0.6351326783284896,1
0.49499617547651736,0.5169643560578515,1
0.7321853576331863,0.6672118630838463,1
0.9382034489052323,0.935819500838489,1
0.17456061464175993,0.6846314763093581,1
0.7526259610228284,0.4148780117993614,1
0.9157438509712211,0.6131804524803219,1
0.5822860859901828,0.3640922987619069,1
0.9672661190015341,0.8890895603937398,1
0.35166454177152295,0.25569838369549325,1
0.8851758585094328,0.7187980760121705,1
0.8752077364369464,0.7514158558853552,1
0.843060032852328,0.6073837394531948,1
0.17292693785264593,0.6099548298711257,1
0.9838633698789379,0.11924001112065716,1
0.8281546559908142,0.8866085029154911,1
0.4626676839299471,0.7712887731072712,1
0.9631723070930199,0.7945823560715595,1
0.8603401497979958,0.9501833217530786,1
0.42817343820452514,0.19394642986969038,1
0.8919877874386037,0.8363253775452257,1
0.7591583567759699,0.8324739403414624,1
0.2723593486085644,0.694417845309477,1
0.9404971719981035,0.5872506950642636,1
0.5433068785087469,0.7628246523376693,1
0.7613913662482302,0.5576750421007047,1
0.792623017798386,0.8939176740491507,1
0.7799333396405769,0.8032713031779738,1
0.9796318031962801,0.8129578173875578,1
0.732032668980002,0.8324350120558036,1
0.42919627783906145,0.8414813147325225,1
0.8071461741997014,0.38597353214916486,1
0.5972950282100884,0.5766949259995087,1
0.8154952834803321,0.5787467444813297,1
0.6748606277379464,0.46372808185605185,1
0.361492944998774,0.570845249387243,1
0.710950777259706,0.3010595405208807,1
0.5364045344160313,0.7137252716983606,1
0.7322731242582955,0.7709156873291717,1
0.18833067498119826,0.7755962742648244,1
0.685305442429994,0.8346831805070797,1
0.814953438026787,0.8600973798070767,1
0.9329141696331987,0.6000942266887814,1
0.954564835055114,0.8218582158182852,1
0.9468869267598435,0.9262628365288554,1
0.8415591689104103,0.6712922471768329,1
0.9557928137651821,0.7485566114072313,1
0.7179615149314534,0.6236205221539489,1
0.39441162114926454,0.4746415694323338,1
0.6322740174360157,0.30382930328312224,1
0.37539061396605555,0.8121672458726369,1
0.8088913690262963,0.9074325026431902,1
0.9270576990115154,0.7051501348059359,1
0.2732895177523152,0.8423436681742925,1
0.8365120620952275,0.8836295853430448,1
0.7613562187820111,0.16878954613126101,1
0.11430768323622832,0.8279211073309096,1
0.9575264978051556,0.3445523710269059,1
0.8801507557499475,0.7968046162399779,1
0.8986131554931464,0.7222576357465523,1
0.5808376497845092,0.889811611773871,1
0.7859169680938386,0.9194359816157133,1
0.24753901402402786,0.753644525638117,1
0.803924715335316,0.4538222791976124,1
0.9353731490011081,0.7703322061147617,1
0.6816846201566843,0.7804767777282768,1
0.7215842522045612,0.8680941741935765,1
0.700177364050466,0.7748915523007165,1
0.6852678209450476,0.8041618682033554,1
0.30847284608698555,0.2340046463089109,1
0.451924876847748,0.2914252376995634,1
0.6150687629492629,0.7448187675244111,1
0.6600635823781748,0.9102556696058858,1
0.881107857090414,0.7124178309790657,1
0.5725004388119115,0.7863695517086542,1
0.8852434753583693,0.9581834160292115,1
0.43604036929280876,0.1454939272806511,1
0.15410641629172406,0.2805458430654675,1
0.8442483989826496,0.8954961167863524,1
0.6403448181548361,0.4180031699182151,1
0.8553120198111883,0.6656614009027457,1
0.351237480106173,0.5580045393763302,1
