error
1.4626839e-07
1.7571914e-07
2.0771604e-07
3.5679685e-07
1.1178517e-07
3.232166e-07
2.0597963e-07
1.225399e-07
1.9470828e-07
3.5113902e-07
1.0044274e-07
7.826445e-08
9.955798e-08
1.491915e-07
1.3234353e-07
3.0035972e-07
3.4146774e-07
1.8636227e-07
1.257183e-07
1.2543065e-07
8.468131e-08
1.3445255e-07
2.168197e-07
2.0655972e-07
7.3963065e-08
6.304063e-07
1.9847441e-07
2.934175e-07
1.5308729e-07
2.487393e-07
1.0361029e-07
2.1022201e-07
2.199712e-07
8.2655326e-08
1.4944123e-07
2.573739e-07
2.5295373e-07
1.9144893e-07
4.0452042e-07
9.752672e-08
1.3673626e-07
1.03349755e-07
4.7797056e-07
7.0181564e-08
1.3485806e-07
1.9800906e-07
1.2403991e-07
4.0761284e-07
7.774083e-07
1.8520136e-07
3.2122042e-08
1.0477065e-07
1.550209e-07
1.283585e-07
1.2390504e-07
6.693931e-08
1.811561e-07
2.0559882e-07
1.4940998e-07
8.398814e-08
1.43875e-07
2.2356241e-07
3.1505454e-07
2.1126502e-07
2.6642136e-08
3.3898792e-07
1.2301653e-07
5.224272e-07
3.977997e-08
3.2950345e-07
8.4693205e-08
1.4920127e-07
3.1968642e-07
1.00891796e-07
7.7031143e-07
1.67895e-07
1.14642596e-07
1.6295282e-07
1.9962067e-07
7.221644e-08
2.7075302e-07
1.10445164e-07
2.2260433e-07
1.17388105e-07
8.4282064e-08
1.65885e-07
3.4691425e-07
2.6779242e-07
1.7427327e-07
1.9263642e-07
1.2790731e-07
2.1879119e-07
1.9459172e-07
6.900051e-08
2.333071e-07
5.6233073e-08
5.9495953e-08
1.0738154e-07
2.2180215e-07
1.4580947e-07
5.536659e-07
1.6865187e-07
1.0468491e-07
1.190561e-06
3.04224e-07
1.8386962e-07
3.034136e-07
9.156953e-08
6.0777566e-08
4.0895127e-08
1.5390819e-07
3.856081e-07
4.1926353e-07
2.1504093e-07
5.0200214e-07
6.051715e-08
1.6894639e-07
2.6769922e-07
8.0546705e-08
2.5907318e-07
8.404249e-08
2.0513012e-07
2.3722687e-07
5.961995e-07
2.4670692e-07
2.0399096e-07
1.2705307e-07
1.3617019e-07
1.1529848e-07
6.8283825e-08
1.02716115e-07
2.8361882e-07
5.49186e-07
1.6084363e-07
1.0910513e-07
3.0845626e-08
1.5666552e-07
6.300065e-07
4.8344714e-07
2.00323e-07
7.184385e-08
1.642654e-07
5.4498133e-07
3.0427324e-07
3.2830218e-07
6.8422935e-08
1.0090611e-07
1.631647e-07
1.2166431e-07
2.6987595e-07
1.7055693e-07
5.471236e-08
1.5456219e-06
1.0596044e-07
1.3524644e-07
1.0151991e-07
1.3633145e-07
1.4556873e-06
3.9634676e-07
1.506529e-07
1.17834354e-07
3.8821727e-07
7.796299e-07
1.0404781e-07
2.3058146e-07
1.4554725e-07
7.926628e-08
1.5731794e-07
2.0585469e-07
1.09447726e-07
1.7537172e-07
1.727404e-07
1.09859776e-07
1.49863e-07
1.4969287e-07
3.7703234e-08
1.1770566e-07
3.5088541e-07
5.7003124e-08
1.0760244e-07
1.0951435e-07
3.107038e-07
2.3655891e-08
7.078061e-08
1.5530438e-07
1.4840678e-07
2.2179196e-07
1.7288379e-07
3.002929e-07
2.53094e-07
1.6704732e-07
4.1866096e-07
1.4230959e-07
1.199136e-07
1.0236669e-07
7.3350876e-08
1.6400604e-07
1.5215991e-07
8.745509e-08
2.1920563e-07
1.494451e-07
2.414803e-07
1.8613734e-07
6.966732e-08
9.6279386e-08
3.2609182e-07
2.5251782e-07
1.1565009e-07
3.8837587e-08
7.2454114e-08
1.0801426e-07
1.3712344e-07
1.7676449e-07
1.1455864e-07
3.8555336e-07
2.4170936e-07
1.3590822e-07
1.4453082e-07
2.9287855e-07
2.0551545e-07
3.879969e-07
2.0931394e-07
1.5309485e-07
1.515161e-07
1.3598604e-07
1.7319964e-07
1.1412713e-07
1.2641287e-07
2.5043082e-07
6.681707e-07
3.0834025e-07
9.0037666e-08
