error
0.46776703
0.48286238
0.27242577
0.3392024
0.32179317
0.42051187
0.46329793
0.23525383
0.26622805
0.34029976
0.46771234
0.36404204
0.28044966
0.31646314
0.32216176
0.40167922
0.54856
0.42212483
0.4457257
0.4630417
0.372154
0.34017152
0.3489938
0.32590878
0.28869802
0.67776865
0.34304526
0.37752032
0.40830594
0.46987647
0.3552517
0.40766472
0.32741335
0.365514
0.2355619
0.4079745
0.37324655
0.42539477
0.28710812
0.6353655
0.32563338
0.5116929
1.0261223
0.4847324
0.38536653
0.22573158
0.40914893
0.2994645
0.26528627
0.49886596
0.38343087
0.23746155
0.37909767
0.33822635
0.6705586
0.31714004
0.40808564
0.37418568
0.36605546
0.32074085
0.27762905
0.47587848
0.34864438
0.43871307
0.3897926
0.3716932
0.303725
0.44591385
0.3423708
0.32991916
0.37691337
0.44298506
0.33197722
0.32065585
0.31670392
0.3103719
0.2683652
0.45733577
0.28786227
0.28171685
0.39999542
0.3271451
0.23800173
0.44277966
0.32221866
0.47631216
0.31739846
0.32454696
0.3724914
0.36212707
0.37255388
0.38474783
0.46310478
0.28120342
0.2616088
0.3885025
0.38330093
0.3183884
0.6868353
0.38078737
0.42774794
0.38092127
0.30775827
0.4293523
0.41293907
0.38647664
0.26558405
0.3798183
0.39199913
0.32668772
0.40045434
0.35285744
0.3306717
0.38918915
0.39233562
0.44500783
0.34798968
0.3790959
0.41351482
0.3139632
0.43794173
0.2914395
0.8674299
0.38271588
0.7932688
0.27117905
0.30367532
0.36158082
0.32442126
0.32581642
0.3483655
0.44307688
0.34264272
0.35739127
0.33747345
0.26405883
0.33594224
0.2203499
0.38152558
0.45386255
0.3012479
0.31627008
0.37214535
0.34705427
0.4006786
0.28437415
0.40172544
0.3953012
0.37077713
0.29409188
0.34455442
0.27597848
0.30889258
0.41422784
0.43552032
0.567795
0.42986774
0.25900254
0.3731741
0.3965662
0.3392323
0.3637499
0.3617223
0.31894526
0.37796366
0.4715437
0.47968575
0.47703853
0.30562657
0.28642732
0.3249208
0.45830327
0.42583683
0.271871
0.2682537
0.37766257
0.32462206
0.43283463
0.32676497
0.36991245
0.33309048
0.3073965
0.21705636
0.4098326
0.37496367
0.7016439
0.40743738
0.5727357
0.44279668
0.42289317
0.51313335
0.5361752
0.40077513
0.56198967
0.27268493
0.21110159
0.30439165
0.37286004
0.32273915
0.27706853
0.7522645
0.36177555
0.34236676
0.272631
0.33824846
0.36432958
0.34964398
0.24176498
0.38328865
0.595099
0.30184132
0.35367888
0.3425228
0.37002578
0.3723267
0.7505812
0.47435662
0.26511467
0.3098659
0.3226431
0.5702076
0.29602316
0.28070816
0.38728738
0.3473477
0.27465555
0.38199458
0.32945982
0.2605398
0.37946737
0.5959902
0.35945258
0.34643388
0.46663192
0.4187346
0.2973312
0.27403468
0.3426005
0.29223323
0.46281433
0.5050379
0.30003753
0.26494443
0.2856711
0.4488259
0.28340086
0.30598664
0.33577114
0.4541999
0.31234914
0.3563846
0.3640424
0.47718433
0.54164433
0.46159104
0.39769164
0.34917608
0.33117726
0.27318126
0.37210578
0.3620513
0.4061388
0.5976977
0.31719345
0.37248507
0.32012647
0.48979357
0.42655325
0.31296962
0.28524143
0.32131574
0.33061934
0.39135683
0.42107973
0.44255793
0.37962934
0.38232154
0.33793837
0.45797995
0.34081483
0.3146763
0.3189634
0.24664535
0.29785982
0.20521118
0.3593282
0.2982422
0.37672234
0.41712263
0.3620764
0.32601276
0.3799997
0.27567422
0.35557154
0.3277195
0.43936425
0.26280105
0.40688124
0.47925624
0.34693044
0.3128885
0.34418097
0.48950744
0.3929257
0.4285596
0.29638186
0.44588745
0.2802146
0.31920224
0.29413322
0.29515928
0.34828705
0.323973
0.37231177
0.28366217
0.3830141
0.5160538
0.4455909
0.4511793
0.37056673
0.26751187
0.46379662
0.41218966
0.2776169
0.3114969
0.4197146
0.39405733
0.3732793
0.38251042
0.34737548
0.29777265
0.34785777
0.5597492
0.32905152
0.5481165
0.28038195
0.24524696
0.29166418
0.3251899
0.38853422
0.5639371
0.30772704
0.2534403
0.33447453
0.3487659
0.26029128
0.24049568
0.28322798
0.29255718
0.38507548
